file_path;playlist_hint
"https://media.admanage.ai/photoroom.com/internal_YellowTop-5_HOOK-any_VO-tom_MUSIC-any_PO_%5BRnD%5D_%5Ben%5D.mp4";"12101_internal_YellowTop-5_HOOK-any_VO-tom_MUSIC-any_PO_[RnD]_[en].mp4"
